Column1	artists	album_name	track_name	popularity	duration_ms	explicit	danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	time_signature	track_genre
148	Jason Mraz	Waiting for My Rocket to Come (Expanded Edition)	"Tonight, Not Again"	18	289041	FALSE	0.595	0.805	8	-7.926	1	0.0543	0.0167	0.0000106	0.0691	0.359	102.44	4	acoustic
149	Eddie Vedder	Into The Wild (Music For The Motion Picture)	Hard Sun	65	322080	FALSE	0.438	0.827	8	-6.531	1	0.0328	0.0512	0.000402	0.319	0.645	143.377	4	acoustic
150	Susie Suh;Robot Koch	Here with Me	Here with Me	55	238971	FALSE	0.582	0.375	1	-13.277	0	0.0329	0.702	0.0631	0.136	0.106	129.909	4	acoustic
151	Tyler Ward;Lindsey Stirling;Kina Grannis	"Tyler Ward Covers, Vol. 5"	The Scientist	47	276575	FALSE	0.453	0.295	7	-12.881	1	0.0291	0.518	0.00011	0.293	0.14	146.022	4	acoustic
152	Howie Day	Stop All The World Now	Collide	56	249120	FALSE	0.636	0.625	11	-7.895	1	0.0277	0.222	0.0000535	0.119	0.342	93.931	4	acoustic
153	Eden Elf;Ren Avel	get better	get better	53	111734	FALSE	0.639	0.201	7	-16.613	0	0.0526	0.907	0.0000226	0.124	0.4	88.107	4	acoustic
154	Kitri	Hikare Inochi	Sympathy	49	210760	FALSE	0.69	0.423	2	-9.194	0	0.0294	0.883	0.0123	0.111	0.59	130.121	4	acoustic
155	Boyce Avenue;Rachel Grae	Let It Go	Let It Go	51	255688	FALSE	0.599	0.349	1	-9.269	1	0.0301	0.819	0	0.112	0.444	147.913	4	acoustic
156	Chord Overstreet	What You Need	What You Need	53	181786	FALSE	0.519	0.264	0	-11.171	1	0.0601	0.918	0.000253	0.237	0.192	140.354	4	acoustic
157	Five For Fighting	The Battle for Everything	100 Years	66	244600	FALSE	0.643	0.569	7	-7.459	1	0.0276	0.544	0.0000217	0.178	0.275	120.507	4	acoustic
158	Andrew Belle	Nightshade	You're the Sea	56	174546	FALSE	0.573	0.624	1	-9.076	0	0.0324	0.471	0.117	0.114	0.529	161.025	4	acoustic
159	Rachael Yamagata	"One Spring Night (Original Television Soundtrack), Pt. 1"	No Direction	47	234330	FALSE	0.654	0.821	7	-5.472	1	0.0264	0.00666	0.00299	0.228	0.613	111.958	4	acoustic
160	Cary Brothers	Under Control	Belong	51	255600	FALSE	0.426	0.399	0	-8.447	1	0.034	0.761	0.00112	0.118	0.217	115.979	4	acoustic
161	The Mayries	As It Was	As It Was	55	176542	FALSE	0.505	0.21	11	-11.349	1	0.0295	0.907	0	0.11	0.323	80.721	4	acoustic
162	Jason Mraz	I'm Yours	I'm Yours	60	243494	FALSE	0.693	0.43	11	-9.395	1	0.0442	0.565	0	0.0928	0.731	151.001	4	acoustic
163	Joseph Sullinger	Chi Mai	Chi Mai	40	188695	FALSE	0.739	0.287	6	-14.007	0	0.059	0.969	0.961	0.111	0.557	80.64	4	acoustic
164	A Great Big World;Christina Aguilera	Say Something	Say Something	58	229400	FALSE	0.453	0.146	2	-8.976	1	0.0343	0.867	0.00000349	0.0945	0.0915	137.905	3	acoustic
165	Parachute	Parachute	Had It All	55	216853	FALSE	0.606	0.54	7	-6.271	0	0.0339	0.182	0.000144	0.144	0.249	79.952	4	acoustic
166	Zack Tabudlo;Yonnyboii	Take Me Back	Take Me Back ft. Yonnyboii	50	149000	FALSE	0.595	0.646	0	-5.495	1	0.0327	0.11	0	0.258	0.563	120.049	4	acoustic
167	Tobey Rosen	Whole Again (Acoustic Version)	Whole Again - Acoustic Version	52	157231	FALSE	0.736	0.145	11	-9.215	1	0.0336	0.855	0	0.108	0.235	129.832	4	acoustic
168	The Mayries	Overpass Graffiti	Overpass Graffiti	54	226603	FALSE	0.479	0.126	1	-13.974	1	0.0303	0.966	0	0.113	0.279	96.327	4	acoustic
169	Sara Bareilles	Little Voice	Love Song	73	258826	FALSE	0.583	0.786	2	-3.142	0	0.0301	0.0208	0	0.188	0.573	123.055	4	acoustic
170	Andrew Foy;Renee Foy	Let Her Go	Let Her Go	38	194013	FALSE	0.549	0.291	2	-13.457	1	0.0388	0.858	0.000846	0.129	0.376	75.153	4	acoustic
171	Aqualung	Still Life	Brighter Than Sunshine	53	242439	FALSE	0.418	0.489	6	-8.373	0	0.0323	0.287	0.0288	0.42	0.398	72.891	4	acoustic
172	Tyler Ward;Karis;Ray Lorraine	Love Story	Love Story	55	232500	FALSE	0.498	0.12	0	-17.721	1	0.0487	0.851	0	0.171	0.338	121.187	4	acoustic
173	Agust?n Amig?;Nylonwings	Mujer con Abanico	Mujer con Abanico	41	156787	FALSE	0.769	0.135	5	-12.049	0	0.061	0.986	0.905	0.106	0.471	103.939	4	acoustic
174	Amy Stroup	In the Shadows	In the Shadows	46	263823	FALSE	0.434	0.469	0	-7.849	0	0.0265	0.52	0.000328	0.108	0.0568	136.282	4	acoustic
175	Boyce Avenue;Connie Talbot	Can You Feel the Love Tonight	Can You Feel the Love Tonight	63	250916	FALSE	0.452	0.198	10	-9.374	1	0.0335	0.931	0.00000224	0.1	0.217	119.499	4	acoustic
176	Brandi Carlile	The Story	The Story	66	238493	FALSE	0.544	0.5	11	-8.253	1	0.026	0.0325	0.00000378	0.109	0.177	93.621	4	acoustic
177	JJ Heller	Better	Better	54	215906	FALSE	0.662	0.187	2	-9.003	1	0.0268	0.969	0.000273	0.0922	0.233	104.988	4	acoustic
178	Kina Grannis	Iris	Iris	62	181136	FALSE	0.497	0.13	6	-15.571	1	0.0436	0.841	0	0.111	0.179	130.769	3	acoustic
179	The Mayries	#Acoustic	Rockabye - Acoustic Version	57	157466	FALSE	0.528	0.291	10	-9.696	1	0.0401	0.914	0	0.121	0.355	76.805	4	acoustic
180	Caleb Santos;Viva Music Publishing Inc.	I Need You More Today	I Need You More Today	68	233728	FALSE	0.461	0.522	11	-7.513	1	0.043	0.36	0	0.123	0.446	157.768	4	acoustic
181	Boyce Avenue	"Cover Sessions, Vol. 4"	Beautiful Soul	62	216612	FALSE	0.483	0.506	9	-6.058	1	0.0347	0.394	0	0.0946	0.705	87.337	4	acoustic
182	Jason Mraz	Know.	Let's See What The Night Can Do	53	245186	FALSE	0.392	0.423	7	-7.813	1	0.0348	0.27	0	0.117	0.288	113.537	4	acoustic
183	Rachael Yamagata	Something In the Rain (Music from the Original TV Series)	"La La La (Something In the Rain, Pt. 2) [Music from the Original TV Series]"	44	219613	FALSE	0.42	0.2	7	-18.827	1	0.0492	0.929	0.49	0.0758	0.164	87.248	4	acoustic
184	Parachute	The Way It Was	Forever And Always	57	248960	FALSE	0.657	0.716	2	-5.675	1	0.0301	0.014	0	0.0483	0.435	93.924	4	acoustic
185	Priscilla Ahn	When Marnie Was There Song Album - Just Know That I Love You.	Fine On The Outside	52	252466	FALSE	0.495	0.185	9	-13.824	1	0.0288	0.692	0.00403	0.109	0.196	101.89	4	acoustic
186	Chord Overstreet	Tree House Tapes	Tortured Soul	53	246613	FALSE	0.55	0.499	4	-9.502	1	0.0338	0.472	0.00000226	0.0798	0.144	86.966	1	acoustic
187	JJ Heller	I Believe in You	I Believe in You	53	198786	FALSE	0.534	0.359	0	-9.311	1	0.0296	0.449	0.000012	0.331	0.267	131.804	4	acoustic
188	Jon Bryant	Cult Classic	At Home	55	226640	FALSE	0.378	0.52	11	-10.965	1	0.0382	0.777	0.0888	0.0979	0.357	73.744	4	acoustic
189	Donovan Woods	"Hard Settle, Ain't Troubled"	"Portland, Maine"	66	203869	FALSE	0.606	0.349	4	-13.967	1	0.0319	0.764	0.306	0.112	0.156	80.071	4	acoustic
190	Ross Copperman	Holding On and Letting Go LP	Holding On and Letting Go	49	317441	FALSE	0.486	0.555	2	-9.466	1	0.0271	0.818	0.00269	0.109	0.0992	77.987	4	acoustic
191	Joshua Hyslop	In Deepest Blue (Bonus Track Version)	The Flood	60	261640	FALSE	0.577	0.446	6	-11.343	1	0.0313	0.554	0.0782	0.116	0.262	81.005	4	acoustic
192	Angelina Cruz	Hanggang Kailan (Umuwi Ka Na Baby)	Hanggang Kailan (Umuwi Ka Na Baby)	38	211933	FALSE	0.59	0.407	4	-9.079	1	0.0361	0.861	0.00000995	0.094	0.276	145.852	4	acoustic
193	Stephen Speaks	No More Doubt	Out of My League	67	218800	FALSE	0.538	0.315	0	-10.057	1	0.0291	0.96	0.00596	0.0979	0.4	91.921	3	acoustic
194	A Great Big World	Is There Anybody Out There? - Track by Track Commentary	Say Something	57	233266	FALSE	0.447	0.158	2	-7.571	1	0.036	0.872	0.00000158	0.0816	0.142	140.942	3	acoustic
195	Eddie Vedder	Into The Wild (Music For The Motion Picture)	Rise	60	156453	FALSE	0.401	0.58	7	-6.86	1	0.0541	0.906	0.217	0.134	0.526	173.277	3	acoustic
196	The Weepies;Deb Talan;Steve Tannen	Say I Am You	World Spins Madly On	64	165133	FALSE	0.502	0.311	1	-13.421	1	0.0285	0.617	0.0000432	0.129	0.4	107.612	4	acoustic
197	Freddie King	Thanksgiving Party	Stumble	0	216626	FALSE	0.678	0.612	4	-9.764	1	0.0339	0.1	0.316	0.164	0.857	118.381	4	acoustic
198	Taj Mahal	Supa Chill	Paradise	0	251426	FALSE	0.65	0.406	7	-13.492	1	0.0761	0.568	0	0.484	0.862	79.642	4	acoustic
199	Keb' Mo';Gerald Albright	Un tecito y a mimir	"Moonlight, Mistletoe & You"	0	209293	FALSE	0.649	0.399	6	-7.894	1	0.0256	0.184	0.000108	0.113	0.342	97.498	3	acoustic
200	Motohiro Hata	?ªÎÎÃÌØ	ªÒªÞªïªêªÎå³áÖ	61	308146	FALSE	0.523	0.445	10	-6.359	1	0.0329	0.188	0	0.18	0.336	78.957	4	acoustic
201	Thomas Daniel	Since U Been Gone	Since U Been Gone - Acoustic Version	50	221170	FALSE	0.538	0.162	5	-13.31	1	0.0299	0.847	0	0.114	0.366	94.981	4	acoustic
202	Masayoshi Yamazaki	"One more time,One more chance"	"One more time,One more chance"	47	330786	FALSE	0.519	0.429	11	-7.707	0	0.0317	0.658	0	0.111	0.396	129.491	4	acoustic
203	Kina Grannis	Creep	Creep	58	234135	FALSE	0.585	0.103	7	-12.682	1	0.0309	0.801	0	0.126	0.179	133.057	4	acoustic
204	Todd Carey;Ariza;Chuck Leavell	Higher Love	Higher Love	30	173250	FALSE	0.578	0.763	2	-4.824	1	0.0998	0.0916	0.0000028	0.0743	0.394	96.808	4	acoustic
205	YUZU	Shinsekai	Hyouriittai	52	336619	FALSE	0.223	0.891	1	-3.626	0	0.138	0.325	0	0.287	0.333	159.888	4	acoustic
206	Canyon City	How Long Will I Love You	How Long Will I Love You	55	144830	FALSE	0.382	0.157	1	-16.157	1	0.0361	0.878	0.000473	0.112	0.224	136.11	4	acoustic
207	Zack Tabudlo	Binibini	Binibini	67	221538	FALSE	0.642	0.374	5	-10.606	1	0.032	0.423	0.00000154	0.435	0.0979	129.863	4	acoustic
208	Aron Wright	You Were Supposed to Be Different	You Were Supposed to Be Different	45	192972	FALSE	0.436	0.239	7	-12.83	1	0.0282	0.861	0.0000848	0.0902	0.137	73.761	4	acoustic
209	Boyce Avenue	"Cover Sessions, Vol. 3"	Thinking out Loud	56	278640	FALSE	0.702	0.326	1	-6.638	1	0.0272	0.705	0	0.168	0.628	79.904	4	acoustic
210	Jonah Baker	Covers	Perfect / Style	37	212864	FALSE	0.593	0.292	11	-12.755	1	0.0364	0.828	0	0.174	0.375	111.121	4	acoustic
211	The Civil Wars	Barton Hollow	Poison & Wine	54	219466	FALSE	0.285	0.186	1	-12.729	1	0.0288	0.76	0.000073	0.104	0.203	153.848	4	acoustic
212	Howie Day	Stop All The World Now	Collide	66	249120	FALSE	0.636	0.625	11	-7.895	1	0.0277	0.222	0.0000535	0.119	0.342	93.931	4	acoustic
213	Ingrid Michaelson	Be OK	You And I	63	148400	FALSE	0.698	0.285	0	-7.632	1	0.0553	0.927	0	0.0883	0.53	135.027	4	acoustic
214	Zack Tabudlo;Billkin	Give Me Your Forever	Give Me Your Forever (ft. Billkin)	58	244800	FALSE	0.601	0.439	8	-7.589	1	0.0269	0.0642	0	0.0942	0.275	99.976	4	acoustic
215	Landon Pigg	Coffee Shop	Falling in Love at a Coffee Shop	55	270840	FALSE	0.332	0.298	4	-14.174	1	0.0569	0.875	0.00784	0.114	0.243	83.555	4	acoustic
216	Anna Nalick	Wreck of the Day	Breathe (2 AM)	65	279826	FALSE	0.386	0.452	2	-7.715	1	0.0278	0.417	0	0.0881	0.287	169.837	3	acoustic
217	Zack Tabudlo	Episode	Habang Buhay	69	244067	FALSE	0.62	0.668	9	-5.719	1	0.0305	0.088	0	0.362	0.183	118.013	4	acoustic
218	Jonah Baker	Beautiful Soul	Beautiful Soul	44	214738	FALSE	0.394	0.281	9	-11.12	1	0.0414	0.826	0	0.0854	0.485	90.044	4	acoustic
219	Ben Woodward	Bulletproof	Bulletproof	39	207677	FALSE	0.59	0.552	7	-10.496	1	0.0407	0.654	0.000359	0.128	0.635	155.101	5	acoustic
220	Andrew Belle	Nightshade	Spectrum	54	265506	FALSE	0.539	0.717	3	-7.385	1	0.031	0.000298	0.111	0.125	0.212	117.973	4	acoustic
221	Jonah Baker	Girls Like You (Acoustic Version)	Girls Like You - Acoustic Version	44	188494	FALSE	0.543	0.138	0	-14.331	1	0.0531	0.791	0	0.185	0.3	115.65	4	acoustic
222	Zack Tabudlo	Nangangamba	Nangangamba	70	210354	FALSE	0.62	0.547	1	-6.772	1	0.0248	0.112	0	0.19	0.208	98.032	4	acoustic
223	Us The Duo	Better Together	Better Together	64	200706	FALSE	0.761	0.311	5	-10.597	1	0.0692	0.647	0	0.15	0.553	109.891	4	acoustic
224	Andrew Foy;Renee Foy	Heartbreak Anniversary	Heartbreak Anniversary	40	199256	FALSE	0.674	0.122	1	-17.963	1	0.0427	0.882	0	0.139	0.339	130.014	4	acoustic
225	Tyler Ward;Karis;Ray Lorraine	One More Time Around	One More Time Around	47	205666	FALSE	0.429	0.358	0	-9.076	1	0.0346	0.614	0	0.0875	0.187	134.279	4	acoustic
226	A Great Big World	×µàøü£ê®ëåäÅîöòþ	Say Something	40	229573	FALSE	0.456	0.101	2	-11.75	1	0.038	0.876	0.00000174	0.0776	0.155	139.896	3	acoustic
227	Zack Tabudlo	Episode	Heart Can¡¯t Lose	55	240952	FALSE	0.647	0.567	1	-8.971	1	0.0328	0.0318	0	0.133	0.374	125.871	4	acoustic
228	Donovan Woods;Tenille Townes	The Other Way	I Ain't Ever Loved No One - Acoustic	57	199594	FALSE	0.322	0.213	10	-14.915	0	0.0318	0.611	0	0.113	0.16	160.389	4	acoustic
229	Ray LaMontagne	Till The Sun Turns Black	Empty	48	317280	FALSE	0.482	0.381	2	-13.93	1	0.0311	0.455	0.00295	0.114	0.42	81.712	4	acoustic
230	Megan Davies	"See You Again, Love Me Like You Do, Sugar (Acoustic Mashup)"	"See You Again, Love Me Like You Do, Sugar - Acoustic Mashup"	54	231965	FALSE	0.393	0.207	10	-11.865	1	0.0392	0.877	0	0.104	0.262	163.99	4	acoustic
231	Tim Halperin	Covers	The Reason	53	200800	FALSE	0.423	0.207	7	-8.811	1	0.0289	0.887	0	0.0948	0.209	149.664	4	acoustic
232	Canyon City	Refuge	Fix You	60	261665	FALSE	0.522	0.152	2	-14.996	1	0.0303	0.788	0.0000237	0.148	0.133	144.055	4	acoustic
233	JJ Heller	Hand to Hold	Hand to Hold	54	231605	FALSE	0.547	0.313	0	-7.982	1	0.0315	0.612	0.00000797	0.111	0.261	133.737	4	acoustic
234	Ray LaMontagne	Trouble	Hold You in My Arms	62	306200	FALSE	0.504	0.321	7	-13.807	1	0.0316	0.149	0.000107	0.147	0.577	170.134	3	acoustic
235	Us The Duo	Public Record	One Last Dance	51	224847	FALSE	0.466	0.161	7	-14.498	1	0.0492	0.979	0.000238	0.231	0.171	139.167	3	acoustic
236	Boyce Avenue;Megan Nicole	"Cover Sessions, Vol. 2"	Heaven	61	250063	FALSE	0.619	0.28	8	-10.238	0	0.0317	0.73	0	0.103	0.292	129.948	4	acoustic
237	Joshua Hyslop	In Deepest Blue (Bonus Track Version)	The Spark - Bonus Track	51	201933	FALSE	0.596	0.429	3	-10.16	1	0.0377	0.775	0.0107	0.0962	0.229	148.086	4	acoustic
238	Drew Holcomb & The Neighbors	Medicine	American Beauty	63	158013	FALSE	0.645	0.169	9	-15.744	1	0.0317	0.844	0.00019	0.109	0.178	167.826	4	acoustic
239	Ray LaMontagne	Part Of The Light	Such A Simple Thing	65	296386	FALSE	0.522	0.256	10	-11.216	1	0.0258	0.86	0.000806	0.142	0.13	76.349	4	acoustic
240	Amos Lee	Amos Lee	Colors	64	160453	FALSE	0.681	0.168	7	-13.397	1	0.0291	0.793	0.000134	0.109	0.29	128.615	4	acoustic
241	Boyce Avenue	"Cover Sessions, Vol. 6"	Someone You Loved	57	182442	FALSE	0.736	0.364	1	-5.966	1	0.0349	0.741	0	0.0932	0.371	110.023	4	acoustic
242	Jason Mraz;Meghan Trainor	Know.	More Than Friends (feat. Meghan Trainor)	54	181360	FALSE	0.451	0.528	2	-6.984	1	0.0364	0.366	0	0.0811	0.527	139.28	5	acoustic
243	Days N Daze	Show Me the Blueprints.	Flurry Rush	37	169318	TRUE	0.371	0.674	9	-3.72	1	0.0488	0.169	0	0.0889	0.92	87.603	4	acoustic
244	Sara Bareilles	The Blessed Unrest	I Choose You	63	218573	FALSE	0.731	0.572	6	-7.889	0	0.0445	0.105	0.00012	0.133	0.947	154.038	4	acoustic
245	Mindy Gledhill	Anchor	I Do Adore	53	149160	FALSE	0.69	0.334	9	-5.626	1	0.066	0.947	0	0.0895	0.8	74.721	4	acoustic
246	Dave Barnes	Christmas Faves 2022	I'll Be Home For Christmas	0	183293	FALSE	0.594	0.307	10	-13.062	1	0.0249	0.796	0.0414	0.15	0.24	94.026	3	acoustic
247	Get Dead	Tall Cans & Loose Ends	Fuck You	36	169266	TRUE	0.608	0.917	11	-5.341	1	0.0601	0.236	0	0.13	0.936	117.875	4	acoustic
248	Albert King	pov: you have a holly jolly christmas	Christmas Comes But Once A Year	0	272640	FALSE	0.687	0.494	1	-9.421	1	0.0505	0.324	0.000055	0.0867	0.621	93.269	1	acoustic
249	Albert King	pov: you rock around the christmas tree	Christmas Comes But Once A Year	0	272640	FALSE	0.687	0.494	1	-9.421	1	0.0505	0.324	0.000055	0.0867	0.621	93.269	1	acoustic
250	John Adams	If I Ain't Got You (Acoustic)	If I Ain't Got You - Acoustic	55	176509	FALSE	0.652	0.15	5	-12.699	1	0.0363	0.923	0	0.102	0.361	104.018	3	acoustic
251	John Adams	Believe (Acoustic)	Believe - Acoustic	57	179886	FALSE	0.765	0.241	4	-8.865	1	0.0373	0.873	0	0.111	0.182	123.95	4	acoustic
252	Adam Christopher	Iris (Acoustic)	Iris - Acoustic	54	184200	FALSE	0.589	0.249	2	-10.086	1	0.0329	0.717	0	0.106	0.363	150.096	3	acoustic
253	Motohiro Hata	åë«Îç¨	Rain - Long Ver.	44	447306	FALSE	0.588	0.604	9	-7.602	1	0.024	0.343	0.0000686	0.252	0.351	92.02	4	acoustic
254	Aoi Teshima	Cheek to Cheek~I Love Cinemas~	C'est si bon	51	108346	FALSE	0.735	0.203	9	-13.237	0	0.0539	0.854	0.00164	0.105	0.479	113.913	4	acoustic
255	Jonah Baker	Baby (Acoustic Version)	Baby (Acoustic Version)	42	160768	FALSE	0.655	0.147	8	-14.409	1	0.0371	0.88	0	0.266	0.328	116.103	4	acoustic
256	YUZU	Land	Reason	47	304320	FALSE	0.363	0.819	7	-3.128	1	0.0634	0.0591	0	0.0988	0.468	122.527	4	acoustic
257	Boyce Avenue;Emma Heesters	I Like Me Better	I Like Me Better	54	201508	FALSE	0.473	0.263	9	-8.609	1	0.033	0.814	0	0.142	0.315	87.145	4	acoustic
258	Zack Tabudlo	Asan Ka Na Ba	Asan Ka Na Ba	73	241132	FALSE	0.676	0.768	5	-5.695	0	0.0294	0.149	0.00147	0.345	0.493	105.999	4	acoustic
259	Boyce Avenue	"Cover Sessions, Vol. 3"	A Thousand Years	56	263710	FALSE	0.41	0.221	5	-11.673	1	0.0315	0.768	0	0.106	0.228	139.529	3	acoustic
260	Thomas Daniel	drivers license	drivers license	56	246345	FALSE	0.439	0.217	2	-13.166	1	0.0413	0.933	0	0.126	0.373	144.413	4	acoustic
261	Jason Mraz	YES!	Love Someone	59	257173	FALSE	0.582	0.347	7	-14.769	1	0.0305	0.317	0.00678	0.111	0.0797	97.957	4	acoustic
262	Jae Hall	The Winner Takes It All (Acoustic)	The Winner Takes It All - Acoustic	57	159012	FALSE	0.426	0.127	6	-13.287	1	0.0648	0.863	0.0000043	0.0993	0.149	62.535	5	acoustic
263	Aaron Espe	Only Time	Only Time	56	178546	FALSE	0.696	0.261	9	-12.107	0	0.0361	0.737	0.0000124	0.11	0.361	136.053	3	acoustic
264	A Fine Frenzy	One Cell In The Sea	Almost Lover	57	268800	FALSE	0.549	0.24	0	-7.778	1	0.0338	0.947	0	0.106	0.167	119.58	4	acoustic
265	Roses & Frey	Dance Monkey	Dance Monkey	51	197850	FALSE	0.541	0.192	0	-13.995	0	0.0282	0.893	0	0.193	0.317	139.938	4	acoustic
266	Parachute	Parachute	Ocean	48	222400	FALSE	0.662	0.711	5	-4.924	1	0.0279	0.0686	0.0000117	0.085	0.352	119.989	4	acoustic
267	Kina Grannis	Dream a Little Dream of Me	Dream a Little Dream of Me	52	142379	FALSE	0.665	0.185	1	-13.852	1	0.0381	0.913	0	0.334	0.458	82.474	4	acoustic
268	The Mayries	Back For Good	Back For Good	54	194667	FALSE	0.591	0.175	6	-12.959	1	0.038	0.927	0	0.133	0.352	139.902	4	acoustic
269	Canyon City	OK	OK	55	212400	FALSE	0.489	0.183	0	-14.769	1	0.033	0.907	0.0000395	0.106	0.486	79.961	4	acoustic
270	Andrew Foy;Renee Foy	Just The Two Of Us	Just The Two Of Us	41	196304	FALSE	0.618	0.083	4	-23.665	1	0.057	0.745	0.000123	0.146	0.597	90.865	4	acoustic
271	Boyce Avenue	"Cover Sessions, Vol. 6"	Hey There Delilah	49	230868	FALSE	0.664	0.319	0	-8.149	0	0.0271	0.862	0	0.121	0.258	105.036	4	acoustic
272	Andrew Foy;Renee Foy	Arcade	Arcade	37	186738	FALSE	0.408	0.266	10	-12.9	0	0.0404	0.875	0.000498	0.104	0.35	143.651	4	acoustic
273	Kina Grannis	Yellow	Yellow	52	193536	FALSE	0.623	0.132	0	-13.668	1	0.035	0.893	0	0.217	0.266	82.105	4	acoustic
274	Roses & Frey	Wake Me Up	Wake Me Up	58	196819	FALSE	0.494	0.214	7	-11.041	1	0.0363	0.92	0.0000107	0.107	0.35	125.981	3	acoustic
275	Aidan Hawken	Walking Blind (feat. Carina Round)	Walking Blind	48	201440	FALSE	0.374	0.183	9	-13.225	1	0.0281	0.897	0.0387	0.109	0.134	82.042	4	acoustic
276	Jon Bryant	Headphones	Headphones	56	204998	FALSE	0.559	0.455	5	-8.937	1	0.0306	0.421	0.00000208	0.103	0.396	159.985	4	acoustic
277	The Rescues	Teenage Dream	Teenage Dream	46	219093	FALSE	0.642	0.408	10	-8.168	1	0.0396	0.729	0	0.185	0.411	119.81	4	acoustic
278	Ivan & Alyosha	The Worth Of The Wait	The Worth Of The Wait	55	171800	FALSE	0.48	0.618	2	-7.335	1	0.0501	0.844	0.0000893	0.325	0.344	82.051	4	acoustic
279	Kina Grannis	Can't Help Falling In Love (Piano Version)	Can't Help Falling In Love - Piano Version	54	211624	FALSE	0.271	0.0937	0	-15.035	1	0.0367	0.939	0	0.108	0.147	164.721	5	acoustic
280	Austin Plaine	Austin Plaine	Never Come Back Again	57	196240	FALSE	0.594	0.695	8	-8.872	1	0.0259	0.19	0.00000358	0.119	0.172	104.977	4	acoustic
281	Chord Overstreet	Love You To Death	Love You To Death	49	199459	FALSE	0.574	0.344	4	-8.995	1	0.0345	0.421	0	0.0804	0.0987	147.924	3	acoustic
282	Plamina	Someone You Loved (Acoustic)	Someone You Loved - Acoustic	55	169253	FALSE	0.647	0.298	3	-7.91	1	0.0311	0.861	0	0.12	0.31	106.244	4	acoustic
283	Kina Grannis;Imaginary Future	What a Wonderful World	What a Wonderful World	51	137066	FALSE	0.486	0.0399	0	-21.56	1	0.0405	0.953	0.00000874	0.115	0.155	95.066	3	acoustic
284	Andrew Foy;Renee Foy	You Broke Me First	You Broke Me First	39	128798	TRUE	0.734	0.0423	4	-24.831	1	0.0583	0.916	0	0.108	0.14	123.905	4	acoustic
285	Joshua Hyslop	Echos	Long Way Down	60	257972	FALSE	0.711	0.231	2	-13.033	1	0.0346	0.832	0.00115	0.105	0.186	125.062	4	acoustic
286	Parachute	Losing Sleep	She Is Love	60	146066	FALSE	0.629	0.174	6	-9.697	1	0.141	0.616	0	0.118	0.305	134.295	1	acoustic
287	Phillip LaRue	The Meaning	Marigold	53	172708	FALSE	0.615	0.406	6	-12.619	1	0.0358	0.541	0.0000167	0.0982	0.541	166.035	4	acoustic
288	krissy & ericka	Twelve: Fifty One (International Version)	12:51	64	246280	FALSE	0.503	0.357	3	-9.36	1	0.0272	0.727	0	0.128	0.438	136.135	4	acoustic
289	Takehara Pistol	«ê«ç«¦«á«ó«·«¿?/«µ«ó«µ?«é	«µ«ó«µ?«é	34	331984	FALSE	0.45	0.183	2	-9.003	1	0.0309	0.762	0.00000341	0.11	0.219	61.192	4	acoustic
290	Allman Brown;Liz Lawrence	1000 Years	Sons and Daughters	50	216052	FALSE	0.525	0.461	5	-9.489	0	0.0878	0.775	0.00000214	0.362	0.202	147.997	4	acoustic
291	Ben Rector	Brand New	Brand New	65	243933	FALSE	0.555	0.934	9	-5.04	1	0.113	0.00268	0	0.122	0.422	144.874	4	acoustic
292	The Weepies;Deb Talan;Steve Tannen	Say I Am You	Gotta Have You	56	199786	FALSE	0.678	0.363	11	-10.9	1	0.0318	0.872	0.000101	0.0798	0.543	75.004	5	acoustic
293	Ben Rector	Brand New	"30,000 Feet"	57	256933	FALSE	0.555	0.452	0	-9.636	1	0.0554	0.694	0	0.0595	0.321	179.921	4	acoustic
294	Eddy Tyler	Guitar Instrumental Covers	A Thousand Years	43	279916	FALSE	0.586	0.396	10	-9.953	1	0.0319	0.896	0.543	0.0992	0.16	142.591	3	acoustic
295	Ray LaMontagne	Trouble	Jolene	64	250866	FALSE	0.588	0.142	7	-15.196	1	0.0329	0.863	0.000162	0.0953	0.288	119.656	4	acoustic
296	Eddie Vedder	Into The Wild (Music For The Motion Picture)	No Ceiling	58	94053	FALSE	0.724	0.652	3	-6.869	1	0.0247	0.46	0.000142	0.101	0.75	106.911	4	acoustic
297	Joy Williams	Front Porch	Front Porch	64	231813	FALSE	0.567	0.224	1	-10.024	1	0.0299	0.887	0	0.109	0.2	124.44	4	acoustic
298	Days N Daze	Rogue Taxidermy	Goodbye Lulu	35	150047	TRUE	0.544	0.839	5	-8.991	1	0.0568	0.784	0	0.341	0.967	87.609	4	acoustic
299	Ray LaMontagne	Cruising	Three More Days	36	216773	FALSE	0.555	0.68	10	-8.358	0	0.0323	0.126	0.000906	0.0506	0.903	84.518	4	acoustic
300	Callum J Wright	Isn't She Lovely (Acoustic)	Isn't She Lovely - Acoustic	54	145771	FALSE	0.69	0.306	9	-9.193	1	0.0356	0.805	0	0.0968	0.424	115.671	4	acoustic
301	Rachael Yamagata	"One Spring Night (Original Television Soundtrack), Pt. 4"	We Could Still Be Happy	43	279260	FALSE	0.513	0.317	10	-17.036	1	0.0363	0.365	0.003	0.118	0.177	84.853	4	acoustic
